line_text,speaker
"'Cause their music is sad, and depressing, and weird.",Andy Dwyer
"And art is supposed to be happy and fun, and everyone knows that.",Andy Dwyer
You know what?,Andy Dwyer
Whatever.,Andy Dwyer
Forget it.,Andy Dwyer
"Fine, forget it.",April Ludgate
Damn!,Tom Haverford
This game's got juice.,Tom Haverford
This is your lunch.,Ron Swanson
"Now, you should be able to do whatever you want to with this, right?",Ron Swanson
"If you wanna eat all of it, great.",Ron Swanson
"If you wanna throw it away in the garbage, that's your prerogative.",Ron Swanson
"But here I come, the government, and I get to take 40% of your lunch. And that, Lauren, is how taxes work.",Ron Swanson
But that's not fair.,Lauren
You're learning.,Ron Swanson
Uhoh.,Ron Swanson
Capital gains tax.,Ron Swanson
"Well, Chris says congratulations and that together we're unstoppable.",Ben Wyatt
"Wow, cheers, sir!",Leslie Knope
Yup.,Ben Wyatt
You did it.,Leslie Knope
"No, you did it.",Ben Wyatt
"No, normally I do it.",Leslie Knope
"This time, you did it.",Leslie Knope
"Well, all right.",Ben Wyatt
You should take the praise.,Leslie Knope
Can I get a shot of you guys?,Extra
Yeah.,Leslie Knope
Sure.,Ben Wyatt
"Hey, when this thing's over, do you wanna grab some dinner?",Ben Wyatt
Chris recommended a place.,Ben Wyatt
Sure.,Leslie Knope
Yeah?,Ben Wyatt
"Hey, we were thinking about going to dinner, photographer.",Leslie Knope
You want in?,Leslie Knope
You wanna grab some grub?,Leslie Knope
"Uh, no, thanks.",Extra
They have great burgers.,Leslie Knope
"Well, you don't even know where we're going yet.",Ben Wyatt
"I'm sure they have great burgers there, though.",Leslie Knope
"Come on, photographer.",Leslie Knope
Last chance.,Leslie Knope
Okay.,Leslie Knope
"Well, then, it's just us then.",Leslie Knope
Yeah.,Ben Wyatt
Sure.,Leslie Knope
Okay.,Leslie Knope
I tried.,Leslie Knope
"And that, Lauren, is how FDR ruined this country.",Ron Swanson
"Lauren, ready to head back?",Extra
"Well, I guess it's time for you to head home.",Ron Swanson
I've really enjoyed talking with you.,Ron Swanson
"You are, and this is not a joke, much smarter than most of the people who work in this building.",Ron Swanson
"I liked talking with you, too, Mr. Swanson.",Lauren
Ron.,Ron Swanson
"Hang on, hang on, I have something for you.",Ron Swanson
This is a Claymore land mine.,Ron Swanson
Use that to protect your property.,Ron Swanson
"Thanks, Ron.",Lauren
You got it.,Ron Swanson
"Tommy Hilfiger iPhone app, finally.",Tom Haverford
"Hey, your stupid Know Your Boo game made me and Andy get in a big fight.",April Ludgate
"He just sold his guitar, and he's, like, quitting music now.",April Ludgate
What do you want me to do about it?,Tom Haverford
"Okay, welcome to the super awesome bonus lightning round.",Tom Haverford
First question.,Tom Haverford
"Andy, who did your boo say makes the best mac and cheese in the universe?",Tom Haverford
The universe?,Andy Dwyer
Kraft?,Andy Dwyer
April said Andy.,Tom Haverford
Best couple ever.,Tom Haverford
You just won 50 points.,Tom Haverford
"Wait, why?",Andy Dwyer
We got it wrong.,Andy Dwyer
Next lightning round thing.,Tom Haverford
Who is the number one Colts fan in the world?,Tom Haverford
Wait a minute.,Andy Dwyer
You set this whole thing up so I would be unmad at you.,Andy Dwyer
"Well, guess what, ain't gonna work.",Andy Dwyer
You figured out April's trying to trick you.,Tom Haverford
That's worth 100 points.,Tom Haverford
Wait.,Andy Dwyer
No.,Andy Dwyer
Goodbye.,Andy Dwyer
You were really great in that presentation today.,Leslie Knope
"Oh, thanks.",Ben Wyatt
I liked the stuff you said about Pawnee.,Leslie Knope
That was really nice to hear.,Leslie Knope
"You know, Pawnee is a really special town.",Ben Wyatt
I love living there.,Ben Wyatt
And... And I look forward to the moments in my day where I... Where I get to hang out with the town and talk to the town about stuff.,Ben Wyatt
"And the town has really nice blond hair, too, and has read a shocking number of political biographies for a town, which I like.",Ben Wyatt
"Oh, God.",Leslie Knope
I'm sorry.,Ben Wyatt
"And I know we can get into trouble, but I can't take this anymore, and I feel like we have to at least talk about it.",Ben Wyatt
"I mean, it's not just me, right?",Ben Wyatt
"No, it's not just you.",Leslie Knope
"Oh, God.",Leslie Knope
What?,Leslie Knope
Are you Are you all right?,Ben Wyatt
Perfect.,Leslie Knope
"I'm gonna go see a man about some porcelain, you know what I mean?",Leslie Knope
I'm not buying cocaine.,Leslie Knope
I'm going to the bathroom.,Leslie Knope
"The whiz palace, as I like to call it.",Leslie Knope
"And I'm not calling Ann, so Ann, we have a serious code Ben.",Leslie Knope
"Well, it's not really code if you say his name.",Ann Perkins
"He told me that he liked me, and I'm gonna go make out with him right now.",Leslie Knope
On his face.,Leslie Knope
That's awesome!,Ann Perkins
"No, no.",Leslie Knope
Read me the script.,Leslie Knope
Seriously?,Ann Perkins
Yes!,Leslie Knope
All right.,Ann Perkins
"""Leslie, it's Leslie Knope from the Parks Department speaking to you through Ann Perkins, friend and beautiful nurse.""",Ann Perkins
Thank you.,Ann Perkins
"""Do not do anything with Ben.""",Ann Perkins
"""Be responsible, no matter how cute his mouth is.""",Ann Perkins
"""Your job is on the line!""",Ann Perkins
"Shut up, Ann!",Leslie Knope
You wrote that.,Ann Perkins
"No, you-- Then, Leslie, Leslie, you don't know what you're talking about.",Leslie Knope
"I care about him very much, and I've had two and a half glasses of red wine, and what that means is I'm gonna go make out with him right now, and it's gonna be awesome.",Leslie Knope
Yay!,Ann Perkins
"No, you're supposed to talk me out of this.",Leslie Knope
No.,Ann Perkins
Don't.,Ann Perkins
Stop.,Ann Perkins
"Shut up, Ann, I'm doing it anyway.",Leslie Knope
Yay!,Ann Perkins
Leslie!,Chris Traeger
"When Ben told me that you had won the bid, I was wildly ecstatic, and I had to come up here and celebrate with you.",Chris Traeger
There is literally nothing in this world that you cannot do.,Chris Traeger
"So, what's the plan now?",Chris Traeger
Should we take a long walk?,Chris Traeger
Minigolf.,Chris Traeger
I'll probably Shouldn't we just go back to Pawnee?,Ben Wyatt
Yeah.,Leslie Knope
Nonsense.,Chris Traeger
There's no reason to drive all the way back home.,Chris Traeger
I've got a perfectly good condo right here in the city.,Chris Traeger
"Oh, we couldn't put you out like that.",Leslie Knope
Double nonsense.,Chris Traeger
I would love to have you stay with me.,Chris Traeger
"Leslie, you can take the guest room, and, Ben, you have to sleep on my couch.",Chris Traeger
It is literally the comfiest couch you've ever been on.,Chris Traeger
This is weird.,Ben Wyatt
We're on Chris' couch.,Leslie Knope
"Yep, we are.",Ben Wyatt
And I'm wearing his clothes.,Ben Wyatt
Well Well,Leslie Knope
"Sorry, I keep myself very well hydrated, and my bladder is the size of a thimble.",Chris Traeger
I urinate roughly 12 times a night.,Chris Traeger
"I think I might go to bed, too, actually.",Leslie Knope
"Oh, yeah? Okay.",Ben Wyatt
"Well, look Good job, again, today.",Ben Wyatt
It was,Ben Wyatt
"You, too.",Leslie Knope
Really? Yeah.,Ben Wyatt
"Well, that was quick and to the point.",Chris Traeger
Here's a tip.,Chris Traeger
"The key to a healthy urethra, radishes.",Chris Traeger
"Good, I'm gonna go to bed.",Leslie Knope
Good night.,Chris Traeger
Good night.,Leslie Knope
"Well, now I'm up.",Chris Traeger
You wanna Boggle?,Chris Traeger
Are you Ron Swanson?,Lauren's Mom
I am.,Ron Swanson
"Okay, what exactly did you teach my daughter?",Lauren's Mom
You must be Mrs. Burkiss.,Ron Swanson
Lauren was supposed to do a paper on why government matters.,Lauren's Mom
This is what she wrote.,Lauren's Mom
"""It doesn't.""",Ron Swanson
Well said.,Ron Swanson
Is this a joke?,Lauren's Mom
"No, ma'am.",Ron Swanson
I legitimately believe that.,Ron Swanson
I'm a libertarian.,Ron Swanson
"Oh, that's nice.",Lauren's Mom
"Well, she is a fourth grader.",Lauren's Mom
And fourth graders aren't supposed to have their heads crammed full of weird ideas.,Lauren's Mom
They're supposed to do cute reports and get gold stars.,Lauren's Mom
I'm very sorry.,Ron Swanson
I was only,Ron Swanson
And you ate her lunch?,Lauren's Mom
And you gave her a land mine? Really?,Lauren's Mom
"Well, it seemed appropriate at the time.",Ron Swanson
I How?,Lauren's Mom
"You know this is my house, right?",Ann Perkins
"Yeah, hi.",April Ludgate
Do you wanna come in? You okay?,Ann Perkins
No.,April Ludgate
"Andy is totally mad at me right now, and I don't know how to deal with him.",April Ludgate
So I thought I would ask you.,April Ludgate
"You know, Andy and I broke up so long ago.",Ann Perkins
I don't think that I'd be the best source to Please.,Ann Perkins
What happened?,Ann Perkins
He doesn't think I like Mouse Rat.,April Ludgate
"All I said to him was that this other band was better, but I don't know why he got all mad, because it's like an indisputable fact that they're better.",April Ludgate
They're a real band.,April Ludgate
"Oh, boy.",Ann Perkins
Okay.,Ann Perkins
"Well, Andy just wants you to be proud of him and his music.",Ann Perkins
"So, this isn't really about being right.",Ann Perkins
It's more about being supportive.,Ann Perkins
"Oh, wow.",April Ludgate
"I didn't realize you were a marriage counselor, Ann.",April Ludgate
Sorry.,April Ludgate
My instinct is to be mean to you.,April Ludgate
I understand.,Ann Perkins
O-M-G.,Chris Traeger
"Leslie, I read that same article.",Chris Traeger
"""The History of the Ladder.""",Chris Traeger
It's utterly fascinating.,Chris Traeger
"Ben, you're gonna love this.",Chris Traeger
"Really? Do you know that the original image of a ladder is in a cave in Valencia, Spain, drawn over 10,000 years ago.",Chris Traeger
"Oh, my God.",Ben Wyatt
How about some music?,Ben Wyatt
This is amazing.,Chris Traeger
What is this?,Chris Traeger
"Oh, man, I love this song.",Andy Dwyer
The pit,April Ludgate
Wait a minute.,Andy Dwyer
You were in the pit We all were in the pit The pit I was in the pit You were in the pit We all were in the pit,April Ludgate
What is this?,Andy Dwyer
Living out my dream.,April Ludgate
Playing a show with the greatest band ever.,April Ludgate
That's my guitar.,Andy Dwyer
You bought it back from Sewage Joe?,Andy Dwyer
"I actually stole it from his office, but whatever.",April Ludgate
He's a weirdo.,April Ludgate
"Maybe April doesn't think that we're the greatest band in the world, but, man, she loves me.",Andy Dwyer
And I love her.,Andy Dwyer
"So, you know, who cares.",Andy Dwyer
I got the greatest wife in the world!,Andy Dwyer
Stop.,April Ludgate
We're married! We're totally gonna do it later!,Andy Dwyer
"Oh, my God.",April Ludgate
"Well, actually, I think it's good that Chris showed up, 'cause I wasn't thinking clearly.",Leslie Knope
"I love my job, Ben loves his job, and it's just not worth the risk.",Leslie Knope
"Oh, hey.",Leslie Knope
Hey.,Ben Wyatt
Chris just wanted me to drop off these receipts.,Leslie Knope
"Oh, well, he's not here.",Ben Wyatt
He took off.,Ben Wyatt
Okay.,Leslie Knope
Uh-oh.,Leslie Knope
"All I'm saying is, keep an open mind for a while.",Ron Swanson
Listen to your teachers and read all the books you can.,Ron Swanson
"Then when you're 18, you can drink, gamble and become a libertarian.",Ron Swanson
The drinking age is 21.,Lauren
I know.,Ron Swanson
Another stupid government rule.,Ron Swanson
So you'll write a new paper?,Ron Swanson
Yeah.,Lauren
Can you autograph this one for me?,Ron Swanson
Sure.,Lauren
"Hey, ladies and gentlemen, for the first time ever in her new part-time job in the Public Health Department at City Hall, it's Ann Meredith Perkins!",Leslie Knope
Yay!,Leslie Knope
"Leslie, this is so nice!",Ann Perkins
"I put a poisonous gas in one of these balloons, so if any of them pops, you may die.",April Ludgate
"No, April, we would all die.",Andy Dwyer
Gases fill the volume of whatever container they're in.,Andy Dwyer
School.,Andy Dwyer
We have activities every hour on your first day.,Leslie Knope
"10 a.m., Ann's first day waffle explosion.",Leslie Knope
11 a.m. The start paperwork jamboree.,Leslie Knope
"And then 12:00 noon sharp is the inaugural ""D-Ann-ce Party.""",Leslie Knope
"Welcome to City Hall, cupcake!",Tom Haverford
How many of you are in here?,Ann Perkins
There's seven.,Leslie Knope
And you have an office mate.,Leslie Knope
"His name is Stuart, and he's kind of a grouch.",Leslie Knope
I have an office mate?,Ann Perkins
Get these balloons out of here.,Stuart
"Hi, I'm Ann.",Ann Perkins
Hey.,Leslie Knope
Hey.,Ben Wyatt
"Just to let you know, I gave the senior center project to Donna.",Leslie Knope
Sounds good.,Ben Wyatt
The meeting's at 2:00?,Ben Wyatt
Yes.,Leslie Knope
"Conference room ""C"".",Leslie Knope
Okay.,Ben Wyatt
"I think at some point, you and I should probably make out with each other.",Ben Wyatt
"Yeah, good call.",Leslie Knope
The best part of any relationship is the beginning.,Leslie Knope
"No problems, no fights.",Leslie Knope
"Just white wine, cuddling, and crazy amounts of History Channel documentaries.",Leslie Knope
"Hey, we should take separate cars to the restaurant tonight.",Ben Wyatt
Chris is deadly serious about this,Ben Wyatt
I know.,Leslie Knope
"I just don't wanna talk about it, okay?",Leslie Knope
I'll see you tonight.,Leslie Knope
Okay.,Ben Wyatt
"By the way, I have a meeting with Marlene GriggsKnope.",Ben Wyatt
Is that any relation?,Ben Wyatt
No.,Leslie Knope
"Oh, okay.",Ben Wyatt
Just a coincidence.,Leslie Knope
We get it all the time.,Leslie Knope
We laugh about it.,Leslie Knope
But I've never met her.,Leslie Knope
She's Filipino.,Leslie Knope
"Okay, bye.",Leslie Knope
Why don't you just tell Ben she's your mother?,Ann Perkins
"Because Ben and I are in this amazing little bubble right now, and there's no room in here for Chris' stupid rules about us not dating or my ballbusting mother.",Leslie Knope
"Leslie, I'm sorry, but I don't think you thought this through.",Ann Perkins
You know what I should do?,Leslie Knope
"I should get my mother a oneway ticket to London, leaving today.",Leslie Knope
"And that way, Ben never has to meet her and I could visit her in London.",Leslie Knope
Everybody wins.,Leslie Knope
What if he sees a picture of her on your desk?,Ann Perkins
"What if Marlene says, ""Hey, have you met my daughter, Leslie?""",Ann Perkins
"""She works in the Parks Department.""",Ann Perkins
"Stuart, please, could you give us, like, 45 minutes?",Leslie Knope
"It's my office, too.",Stuart
Stuart.,Leslie Knope
That guy was rude.,Leslie Knope
I feel that some structural changes could really unlock this department's potential.,Chris Traeger
Jerry.,Chris Traeger
Mmm?,Jerry Gergich
I believe you are capable of much more.,Chris Traeger
I'm not.,Jerry Gergich
Nonsense.,Chris Traeger
Look in the mirror.,Chris Traeger
Huh?,Jerry Gergich
"You are an intelligent, charismatic, beautiful superhero.",Chris Traeger
"I'm making you head of Public Relations, which means you'll be leading the daily briefing sessions.",Chris Traeger
Excellent idea.,Ron Swanson
This is my favorite part about having a new city manager.,Ron Swanson
"They always try to shake things up, and their ideas are terrible, and it brings City Hall to a grinding halt.",Ron Swanson
"I just grab a few donuts, sit back, and enjoy the show.",Ron Swanson
"April, you are too valuable to just be Ron's assistant.",Chris Traeger
"So from now on, you are a multitasking executive aide, assisting the entire office.",Chris Traeger
Is this a nightmare?,April Ludgate
"April, wake up.",April Ludgate
"Tom, I just wanna say that you are a wonderful employee and a terrific human being.",Chris Traeger
Meeting adjourned!,Tom Haverford
Tom.,Chris Traeger
I enjoy you.,Chris Traeger
You know what else I enjoy?,Chris Traeger
Your entrepreneurial spirit.,Chris Traeger
I did recently sell my Chronicles of Riddick DVD on eBay for $10.,Tom Haverford
Used the profits to buy the Bluray.,Tom Haverford
That's terrific.,Chris Traeger
I have an amazing project for someone of your talents.,Chris Traeger
You are going to digitize the entire city archives up on the fourth floor.,Chris Traeger
No!,Tom Haverford
I hate the fourth floor!,Tom Haverford
"Last time I was up there, I saw someone buy crystal meth out of a vending machine.",Tom Haverford
It's a bad place.,Tom Haverford
You won't be alone.,Chris Traeger
Andy.,Chris Traeger
"Starting now, you are nobody's shoeshine boy.",Chris Traeger
"Starting now, you are an administrative assistant.",Chris Traeger
For three weeks.,Chris Traeger
Then back to shoes.,Chris Traeger
Chris!,Andy Dwyer
"I wasn't super paying attention to what you just said that we'll be doing, but I will give 110 percent. Well, as soon as you repeat yourself in a more interesting way.",Andy Dwyer
"Hey, Ben.",Leslie Knope
"Hey, what's up?",Ben Wyatt
Nothing much.,Leslie Knope
"Since I'm here, I just wanted to let you know that Marlene Griggs-Knope is my mom.",Leslie Knope
What?,Ben Wyatt
"Also, she can be cruel and difficult, and she makes snap judgments about people that she holds on to for a very long time.",Leslie Knope
And she's kind of a bully.,Leslie Knope
Okay!,Leslie Knope
"Go in there, you're gonna be great.",Leslie Knope
God.,Ben Wyatt
"Oh, my God.",Leslie Knope
"Oh, my God.",Leslie Knope
I'm sorry.,Leslie Knope
Here.,Leslie Knope
Sorry!,Leslie Knope
Hello.,Ben Wyatt
I'm Mr.,Ben Wyatt
Ben Wyatt.,Ben Wyatt
Looks like you got some shirt on your coffee.,Marlene Griggs-Knope
Yeah.,Ben Wyatt
You know what happened?,Ben Wyatt
"I spilled it, but you know how it goes.",Ben Wyatt
Fun anecdote.,Marlene Griggs-Knope
The county school district needs four new school buses.,Marlene Griggs-Knope
"I'm being stonewalled by the board, and I'm hoping your office can help us out.",Marlene Griggs-Knope
Okay.,Ben Wyatt
Really?,Marlene Griggs-Knope
That's it?,Marlene Griggs-Knope
Yeah.,Ben Wyatt
"Actually, no.",Ben Wyatt
It It's probably not possible.,Ben Wyatt
"Then I'm confused, Ben, because you just told me it was.",Marlene Griggs-Knope
Five seconds ago.,Marlene Griggs-Knope
"I got a second box of donuts, if anybody-- What the [bleep] is this?",Ron Swanson
"This, Mr. Director, is your new desk.",Chris Traeger
Okay.,Ron Swanson
"This desk is the epitome of the Swedish concept of jamstalldhet, or ""equality.""",Chris Traeger
Imagine someone needs your attention.,Chris Traeger
Somebody say my name.,Chris Traeger
Chris.,Jerry Gergich
Swivel!,Chris Traeger
"What is it, Jerry?",Chris Traeger
You told me to say your name.,Jerry Gergich
"And you did a great job, superstar.",Chris Traeger
Someone else say something.,Chris Traeger
You look like a freak.,April Ludgate
Swivel!,Chris Traeger
"April, that is not a very good attitude.",Chris Traeger
I will keep my eye on you from my circular desk where I can see everything.,Chris Traeger
Tiny swivel.,Chris Traeger
See how it works?,Chris Traeger
What about my office and its many walls?,Ron Swanson
That becomes a new public waiting room.,Chris Traeger
And we got rid of that giant pillar that was in front of your door.,Chris Traeger
I loved that pillar.,Ron Swanson
It made it really annoying to stand in my doorway.,Ron Swanson
"Well, get over it, because it's gone.",Chris Traeger
You're gonna be more accessible than ever.,Chris Traeger
The fourth floor.,Tom Haverford
"Small claims court, divorce filings, stateordered drug tests.",Tom Haverford
It's somehow both freezing and humid.,Tom Haverford
There's a whole room on the fourth floor where they store the knives they've confiscated from people who went to the fourth floor to stab someone.,Tom Haverford
You from Parks and Rec?,Ethel Beavers
Yeah.,Tom Haverford
I'm here to show you around.,Ethel Beavers
"Nice to meet you, ma'am.",Andy Dwyer
What's your name?,Andy Dwyer
Ethel Beavers.,Ethel Beavers
Follow me.,Ethel Beavers
"Okay, this is you.",Tom Haverford
"Oh, wow!",Andy Dwyer
Double computers?,Andy Dwyer
I get my own office phone.,Andy Dwyer
"Hello, Wall Street.",Andy Dwyer
Buy more stocks.,Andy Dwyer
Now.,Andy Dwyer
This phone kind of smells like a butt.,Andy Dwyer
Try not to move things around.,Ethel Beavers
"Because technically speaking, this is still a crime scene.",Ethel Beavers
Here's your name tags.,Ethel Beavers
Here.,Ethel Beavers
"Ethel, this shirt is from Theory.",Tom Haverford
Name tags make holes.,Tom Haverford
I'm not wearing this.,Tom Haverford
Do what you want.,Ethel Beavers
"Bye, Ethel!",Andy Dwyer
Damn it.,Tom Haverford
Remind me next time to ask her where she was when Lincoln got shot.,Tom Haverford
"""Remind Tom Ask Something.""",Andy Dwyer
"You got it, boss.",Andy Dwyer
Hey!,Leslie Knope
Somebody made somebody a mix!,Leslie Knope
"And I definitely heard your feedback from last time, so I only put five Sarah McLachlan songs on this one.",Leslie Knope
Cool.,Ben Wyatt
Should we talk about how you claimed your mom was a Filipino woman you'd never met?,Ben Wyatt
Should we?,Leslie Knope
I was just trying to delay the inevitable.,Leslie Knope
"If this turns into something real, then we are gonna have to deal with Chris' rule, and parents, and annoying flossing habits, and a lot of unfun stuff.",Leslie Knope
But not yet.,Leslie Knope
I just want to enjoy the bubble for a little while.,Leslie Knope
I'm sorry.,Leslie Knope
Everything's good?,Leslie Knope
"No, it's not.",Ben Wyatt
I was completely flustered.,Ben Wyatt
I came off like an idiot.,Ben Wyatt
"I mean, at one point, for no reason, I just took off my shoes and held them in my hand.",Ben Wyatt
"I'm gonna go ask her how it went, and I bet she loved you.",Leslie Knope
I loved him!,Marlene Griggs-Knope
He's a total pushover.,Marlene Griggs-Knope
"Very odd guy, though.",Marlene Griggs-Knope
"He's like a goofy, spineless jellyfish.",Marlene Griggs-Knope
"Why do you ask, sweetheart?",Marlene Griggs-Knope
No reason.,Leslie Knope
Don't worry about it.,Leslie Knope
It's totally fine.,Leslie Knope
"No, it's not fine.",Ben Wyatt
What if she starts going around telling people I'm a pushover?,Ben Wyatt
No one's gonna believe that.,Leslie Knope
"When I first met you, I thought you were a fascist hardass.",Leslie Knope
What?,Ben Wyatt
"A cute fascist hardass, but still, you give off a very--",Leslie Knope
Education Department now officially requesting 10 school buses.,Extra
I thought they only wanted four.,Leslie Knope
"Well, now that I'm a pushover, why not ask for 10, or 20, or 100 new school buses and a fleet of school yachts?",Ben Wyatt
How about that?,Ben Wyatt
Here's what we're gonna do.,Ben Wyatt
You are gonna tell me everything there is to know about your mom.,Ben Wyatt
"And I'm gonna have another meeting with her, and we're gonna have it out.",Ben Wyatt
Or we could go to Belize and go scuba diving.,Leslie Knope
And we could look at the whale sharks.,Leslie Knope
"You're certified, right?",Leslie Knope
Let's get you certified.,Leslie Knope
"April, do you have that usage report that I asked for?",Jerry Gergich
"Anything for you, Jerry.",April Ludgate
Thank you.,Jerry Gergich
"Oh, come on.",Jerry Gergich
Why?,Jerry Gergich
Excuse me.,Gretel
"There's a sign at Ramsett Park that says ""Do not drink the sprinkler water,"" so I made sun tea with it, and now I have an infection.",Gretel
Sir?,Gretel
"Sir, are Are you listening to me, sir?",Gretel
"Sir, I'm talking to you!",Gretel
Sir!,Gretel
"Sir, are you aware that there is waste in your water system?",Gretel
"Okay, you need to be strong, powerful, decisive.",Leslie Knope
This is not a meeting.,Leslie Knope
It's a battle.,Leslie Knope
Normal meeting rules do not apply.,Leslie Knope
"I'll be my mom and I'm gonna be very harsh with you, and it's only because I like you a lot.",Leslie Knope
Okay.,Ben Wyatt
Go!,Leslie Knope
Hello.,Ben Wyatt
Wrong.,Leslie Knope
What?,Ben Wyatt
No preambles.,Leslie Knope
No introductions.,Leslie Knope
Just walk in and start talking.,Leslie Knope
I'd like to discuss the new school bus.,Ben Wyatt
"I'd like to discuss your rhyming, Dr. Seuss.",Leslie Knope
And you should be sitting by now.,Leslie Knope
What?,Ben Wyatt
Just walk in and take a seat.,Leslie Knope
Um.,Ben Wyatt
"""Um"" is the sound in ""dumb.""",Leslie Knope
That's what she says to people.,Leslie Knope
And now you've crossed your legs like a woman.,Leslie Knope
God!,Ben Wyatt
"Okay, should we just start over?",Ben Wyatt
No.,Leslie Knope
"No, we need to put a pin in this.",Leslie Knope
"Here is a list of my mother's top starting with Persian rugs, ending with Daniel Craig.",Leslie Knope
You have 10 minutes to memorize it.,Leslie Knope
"Deliverance, the movie?",Ben Wyatt
Mmmhmm.,Leslie Knope
"Oh, God.",Ben Wyatt
"So Jerry is, like, basically my boss now, which I'm never gonna work for him.",April Ludgate
"Ron's trapped in this weird desk prison, and I now work at this traveling IV station.",April Ludgate
This Mort Jansen's office?,Extra
Nope.,Andy Dwyer
"Tell Mort I said ""Your move.""",Extra
"Oh, my God.",April Ludgate
I wanna work up here with you guys.,April Ludgate
This is awesome.,April Ludgate
How many more of those stupid documents do you have to scan?,Tom Haverford
"Just this one, and all the ones in those boxes.",Andy Dwyer
I gotta get out of here pronto.,Tom Haverford
Time to get those old ladies to do my work for me.,Tom Haverford
How?,Tom Haverford
By shining down on them with the Haverford charm ray.,Tom Haverford
"Well, well, well.",Tom Haverford
If it isn't Ethel Beavers.,Tom Haverford
"What's up, beautiful?",Tom Haverford
Julianne Moore just called.,Tom Haverford
She wants her hair back.,Tom Haverford
Nobody named Julien called.,Ethel Beavers
Never mind.,Tom Haverford
I just need to ask you a couple of questions.,Tom Haverford
"One, can you help me out with this project we're doing?",Tom Haverford
"And, two, will you please invite me to your 30th birthday party?",Tom Haverford
What are you doing?,Tom Haverford
I'm making a test call to your phone to make sure it's working so you don't miss any more calls.,Ethel Beavers
You know what?,Tom Haverford
Don't bother.,Tom Haverford
Maybe I'll just find an open window and plummet to my death.,Tom Haverford
Okay.,Ethel Beavers
This isn't gonna work.,Donna Meagle
"Okay, you did not just swivel away while I was talking to you.",Donna Meagle
This spaceship keyboard is driving me crazy.,Donna Meagle
"I'm down to one word a minute, and the word is ""perflipisklup"" because I can't fly spaceships.",Donna Meagle
"Donna, you know as well as I do these city manager shakeups always peter out.",Ron Swanson
You just have to wait.,Ron Swanson
Usually I'm with you.,Donna Meagle
"But this is Chris Traeger, the six million dollar man.",Donna Meagle
He won't quit.,Donna Meagle
So you need to swivel your ass down to his office and have a word with him.,Donna Meagle
Mommy.,Leslie Knope
Oh!,Marlene Griggs-Knope
That is so thoughtful of you.,Marlene Griggs-Knope
Of course!,Leslie Knope
"I just figured, hey, why not put my mother in a good mood?",Leslie Knope
"So, it's my understanding that despite what I said in our meeting, you have somehow increased your request for more school buses.",Ben Wyatt
"Excuse me, but I'm having coffee with my daughter.",Leslie Knope
Maybe we could do this another time.,Leslie Knope
"No, we're gonna talk about this now.",Ben Wyatt
"Or if you'd prefer, I could put a permanent freeze on the education budget.",Ben Wyatt
It's your call.,Ben Wyatt
"Wow, maybe you should talk to him, Mom.",Leslie Knope
He seems pretty self-assured.,Leslie Knope
There's nothing left.,Extra
It's over.,Extra
"Hey, hey, hey, don't say that.",Chris Traeger
"Now, come on.",Chris Traeger
Get yourself together and go out there and be the woman you always knew you could be.,Chris Traeger
Thank you so much.,Extra
Who was that?,Tom Haverford
I don't know.,Chris Traeger
"I saw her crying, and so I helped.",Chris Traeger
What did you wanna talk to me about?,Chris Traeger
"Look, Chris, I'm very flattered you thought of me for this amazing opportunity, but I don't really know if this gig is in my wheelhouse.",Tom Haverford
"I tend to work best with young, attractive people.",Tom Haverford
"Tom, I have made you a project leader.",Chris Traeger
This is a big deal!,Chris Traeger
You should keep an open mind.,Chris Traeger
Let your brain unlock the door to your heart's future.,Chris Traeger
I made that expression up when I was 14.,Chris Traeger
Still in use today.,Chris Traeger
By me.,Chris Traeger
Gotta jam.,Chris Traeger
You know what?,Ben Wyatt
It's just not possible.,Ben Wyatt
"And don't even bother trying to outflank me either, because you will fail.",Ben Wyatt
Where did all this confidence come from all of a sudden?,Marlene Griggs-Knope
"Hey, guys, come on.",Leslie Knope
Let's relax.,Leslie Knope
"You know, Ms. Griggs-Knope.",Ben Wyatt
Marlene.,Marlene Griggs-Knope
There's probably a compromise here.,Ben Wyatt
Compromise is usually a sign of weakness.,Marlene Griggs-Knope
"Yes, it is, according to Andrew Carnegie.",Ben Wyatt
"But your demands remind me of a different quote, from the great Bill Watterson.",Ben Wyatt
"""You need a lobotomy.""",Ben Wyatt
"""I'll get a saw.""",Ben Wyatt
I love Calvin and Hobbes.,Marlene Griggs-Knope
"Me, too!",Ben Wyatt
"I gotta say, this is some of my best work.",Leslie Knope
This could not have gone better.,Leslie Knope
They are really hitting it off.,Leslie Knope
Thank God.,Leslie Knope
Crisis averted.,Leslie Knope
"Well, I am very glad you came back up here.",Marlene Griggs-Knope
"Yeah, me too.",Ben Wyatt
Yeah So you have a deal.,Leslie Knope
"Well, let me mull everything over, and then we can reconnect and hash things out.",Marlene Griggs-Knope
"It might get rough, but that can be fun.",Marlene Griggs-Knope
Ben can handle it.,Marlene Griggs-Knope
"Yep, I can.",Ben Wyatt
"Okay, great.",Ben Wyatt
It was a pleasure.,Marlene Griggs-Knope
Oh!,Ben Wyatt
Mmmhmm.,Ben Wyatt
"What's so great is, she was impressed by you, too.",Leslie Knope
"I mean, you could tell instantly.",Leslie Knope
The way you guys were connecting was really amazing.,Leslie Knope
